resource_code,name,type,category,unit,price_avg,price_min,price_max,price_median,price_variants,currency,avg_cost_per_use,avg_qty_per_use,usage_count,used_in_work_items,parent_category,parent_collection,parent_department,parent_section
RS06500,RODAPIÉ REBAJADO TERRAZO 33x7 cm GRANO MEDIO,Material,General,u,0.84,0.84,0.84,0.84,1,EUR,2.62,3.12,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Rodapiés
CH03320,"HORMIGÓN HA-35/P/20/XC4, SUMINISTRADO",Material,General,m3,107.25,107.25,107.25,107.25,1,EUR,23.17,0.216,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Soleras
IC81254N,"MÁQUINA PARA CAUDAL DE 9,000 m3/h",Material,General,u,3500.0,3500.0,3500.0,3500.0,1,EUR,3500.0,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Equipos de producción de frio y calor
IC80950,UNIDAD EXTERIOR AIRE-AIRE BOMBA CALOR VRF 45KW/50KW,Material,General,u,16100.54,16100.54,16100.54,16100.54,1,EUR,16100.54,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Equipos de producción de frio y calor
IC80940,UNIDAD EXTERIOR AIRE-AIRE BOMBA CALOR VRF 40KW/45KW,Material,General,u,25462.2,25462.2,25462.2,25462.2,1,EUR,25462.2,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Equipos de producción de frio y calor
IC80930,"UNIDAD EXTERIOR AIRE-AIRE BOMBA CALOR VRF 33,5KW/37,5KW",Material,General,u,22364.42,22364.42,22364.42,22364.42,1,EUR,22364.42,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Equipos de producción de frio y calor
IC80920,UNIDAD EXTERIOR AIRE-AIRE BOMBA CALOR VRF 28KW/31KW,Material,General,u,17679.98,17679.98,17679.98,17679.98,1,EUR,17679.98,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Equipos de producción de frio y calor
IC80910,UNIDAD EXTERIOR AIRE-AIRE BOMBA CALOR VRF 22KW/25KW,Material,General,u,16395.54,16395.54,16395.54,16395.54,1,EUR,16395.54,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Equipos de producción de frio y calor
IC80900,UNIDAD EXTERIOR AIRE-AIRE BOMBA CALOR VRF 14KW/16KW,Material,General,u,11862.21,11862.21,11862.21,11862.21,1,EUR,11862.21,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Equipos de producción de frio y calor
FANC00002,"FANCOIL TIPO CASSETTE, 8.3 KW",Material,General,u,1720.86,1720.86,1720.86,1720.86,1,EUR,1170.18,0.68,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Equipos de producción de frio y calor
FANC00001,FANCOIL APARTAMENTO 4.42 KW,Material,General,u,575.76,575.76,575.76,575.76,1,EUR,451.97,0.785,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Equipos de producción de frio y calor
IC33000,ENFRIADORA AGUA 160000 frg/h COND. AGUA C. SEMIHERMETICO,Material,General,u,60660.49,60660.49,60660.49,60660.49,1,EUR,60660.49,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Equipos de producción de frio y calor
IC32900,ENFRIADORA AGUA 137000 frg/h COND. AGUA C. SEMIHERMETICO,Material,General,u,49788.86,49788.86,49788.86,49788.86,1,EUR,49788.86,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Equipos de producción de frio y calor
IC32700,ENFRIADORA AGUA 93000 frg/h COND. AGUA C. SEMIHERMETICO,Material,General,u,43864.63,43864.63,43864.63,43864.63,1,EUR,43864.63,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Equipos de producción de frio y calor
IC33500,ENFRIADORA AGUA 62500 frg/h COND. AGUA,Material,General,u,41281.99,41281.99,41281.99,41281.99,1,EUR,41281.99,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Equipos de producción de frio y calor
IC33300,ENFRIADORA AGUA 31000 frg/h COND. AGUA,Material,General,u,17710.39,17710.39,17710.39,17710.39,1,EUR,17710.39,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Equipos de producción de frio y calor
RL05002N,GERFLOR TARAFLEX SPORT M PERFORMANCE DRYTEX DE 9.35 MM,Material,General,m²,27.57,27.57,27.57,27.57,1,EUR,28.12,1.02,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Varios
RS00750,BALDOSA CEMENTO PODO TÁCTIL 20x20 cm,Material,Concrete & Cement,u,0.23,0.23,0.23,0.23,1,EUR,6.09,26.5,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Varios
RT03050,LAMA ALUMINIO 100 mm acústica,Material,General,m,4.15,4.15,4.15,4.15,1,EUR,43.58,10.5,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Techos
RT03001,LAMA ALUMINIO 100 mm COLOR,Material,General,m,3.26,3.26,3.26,3.26,1,EUR,34.23,10.5,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Techos
RT03000,LAMA ALUMINIO 100 mm,Material,General,m,2.77,2.77,2.77,2.77,1,EUR,29.09,10.5,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Techos
RT01100,PLACA ACÚSTICA DE ALUMINIO COLOR,Material,General,m2,19.78,19.78,19.78,19.78,1,EUR,20.18,1.02,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Techos
RT01000,PLACA ACÚSTICA DE ALUMINIO,Material,General,m2,11.55,11.55,11.55,11.55,1,EUR,11.78,1.02,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Techos
RT04010,ENTRAMADO METÁLICO OCULTO TECHO DESMONTABLE,Material,General,m2,5.9,5.9,5.9,5.9,1,EUR,6.2,1.05,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Techos
RT01600,PLACA FIBRA DE VIDRIO,Material,General,m2,4.38,4.38,4.38,4.38,1,EUR,4.47,1.02,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Techos
RT01300,PLACA LANA MINERAL,Material,General,m2,3.55,3.55,3.55,3.55,1,EUR,3.62,1.02,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Techos
RT01550,PLACA ESCAYOLA LISA DESMONTABLE,Material,General,m2,5.75,5.75,5.75,5.75,1,EUR,5.87,1.02,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Techos
RT01200,PLACA ACÚSTICA DE ESCAYOLA,Material,General,m2,9.23,9.23,9.23,9.23,1,EUR,10.18,1.103,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Techos
RT00500,MOLDURA ESCAYOLA,Material,General,m,2.98,2.98,2.98,2.98,1,EUR,3.13,1.05,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Remates
RT00400,FOSEADO ESCAYOLA 10x10 cm,Material,General,m,3.09,3.09,3.09,3.09,1,EUR,3.24,1.05,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Remates
WW09001N,CINTA DE DOBLE CARA,Material,General,m,2.95,2.95,2.95,2.95,1,EUR,2.36,0.8,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Varios
RS07501N,PAVIMENTO VINÍLICO ALTRO CANTATA 2.4 MM,Material,General,m²,20.75,20.75,20.75,20.75,1,EUR,20.77,1.001,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Varios
RL05001N,PAVIMENTO VINÍLICO HOMOGÉNEO,Material,General,m²,18.9,18.9,18.9,18.9,1,EUR,19.84,1.05,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Varios
IC81255N,"MÁQUINA PARA CAUDAL DE 12,000 m3/h",Material,General,u,4000.0,4000.0,4000.0,4000.0,1,EUR,4000.0,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Equipos de producción de frio y calor
RT02000,PLACA YESO LAMINADO 60 X 60 cm,Material,General,m2,8.64,8.64,8.64,8.64,1,EUR,9.07,1.05,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Varios
P124010,Anclaje hormigón,Material,General,ud,0.71,0.71,0.71,0.71,1,EUR,2.84,4.0,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Varios
P124009,Torminllos 8 mm y taco acero,Material,General,Ud,0.14,0.14,0.14,0.14,1,EUR,1.68,12.0,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Varios
FP00900,PLACA DE YESO LAMINADO DE 10 mm CON ACABADO EN VINIO DECORAT.,Material,General,m2,5.83,5.83,5.83,5.83,1,EUR,5.83,1.0,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Varios
FP00900N,PLACA DE YESO LAMINADO DE 13 mm CON ACABADO EN VINIO DECORAT.,Material,General,m²,7.36,7.36,7.36,7.36,1,EUR,7.36,1.0,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Varios
RT04111,ENTRAMADO METÁLICO PARA TECHO DE PL. YESO LAMINADO,Material,General,m2,6.03,6.03,6.03,6.03,1,EUR,6.03,1.0,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Varios
RT00900,PLACA ACÚSTICA DE ACERO AL DUCO,Material,General,m2,31.32,31.32,31.32,31.32,1,EUR,31.95,1.02,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Varios
RT01950,LAMA PVC LACADA IMITACIÓN MADERA,Material,General,m2,32.2,32.2,32.2,32.2,1,EUR,33.81,1.05,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Techos
RT01900,LAMA PVC LACADA,Material,General,m2,10.55,10.55,10.55,10.55,1,EUR,11.08,1.05,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Techos
RT04050,ENTRAMADO MET. VISTO/SEMIVISTO TECHO DESM.,Material,General,m2,5.36,5.36,5.36,5.36,1,EUR,5.63,1.05,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Techos
RT01850,PLACA MADERA LISA MELAMINADA VISTA,Material,General,m2,47.03,47.03,47.03,47.03,1,EUR,49.38,1.05,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Techos
RT01800,PLACA MADERA LISA MELAMINADA,Material,General,m2,61.18,61.18,61.18,61.18,1,EUR,64.24,1.05,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Techos
RT01700,TENSOR METÁLICO,Material,General,u,0.26,0.26,0.26,0.26,1,EUR,0.6,2.295,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Techos
RT00100,ACUCHILLADO Y LIJADO TECHOS,Material,General,m2,4.29,4.29,4.29,4.29,1,EUR,4.29,1.0,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Techos
RL00900,TABLERO AGLOMERADO PLASTIFICADO 25 mm,Material,General,m2,23.44,23.44,23.44,23.44,1,EUR,23.44,1.0,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Techos
RT03051,LAMA ALUMINIO 100 mm COLOR acústica,Material,General,m,5.09,5.09,5.09,5.09,1,EUR,53.45,10.5,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Techos
RW00900,CIMERA PIEDRA CALIZA CREMA SEVILLA 15x3 cm,Material,General,m,7.8,7.8,7.8,7.8,1,EUR,8.43,1.081,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Piedras naturales
RW02300,LADRILLO VIDRIADO 14x28 cm GOTERA SOGA,Material,General,u,0.75,0.75,0.75,0.75,1,EUR,2.86,3.816,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Cerámicos
RW02100,LADRILLO 14x28 cm GOTERA SOGA,Material,General,u,0.5,0.5,0.5,0.5,1,EUR,1.91,3.816,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Cerámicos
RW01600,CIMERA PIEDRA ARTIFICIAL 30x5 cm,Material,General,m,12.69,12.69,12.69,12.69,1,EUR,13.98,1.102,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Piedras artificiales
RW01500,CIMERA PIEDRA ARTIFICIAL 15x5 cm,Material,General,m,10.36,10.36,10.36,10.36,1,EUR,11.42,1.102,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Piedras artificiales
RW03810,VIERTEAGUAS PIEDRA CALIZA C/GOTERÓN,Material,General,m,38.25,38.25,38.25,38.25,1,EUR,39.02,1.02,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Piedras naturales
RW00204N,ALFÉIZAR PIEDRA CALIZA CREMA C/GOTERÓN 22x3 cm,Material,General,m,13.88,13.88,13.88,13.88,1,EUR,15.0,1.081,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Piedras naturales
RW00203N,ALFÉIZAR PIEDRA CALIZA CREMA SEVILLA 11x3 cms.,Material,General,m,9.96,9.96,9.96,9.96,1,EUR,10.77,1.081,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Piedras naturales
RW00200N,ALFÉIZAR PIEDRA CALIZA CREMA SEVILLA 60 cm,Material,General,m,34.17,34.17,34.17,34.17,1,EUR,36.94,1.081,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Piedras naturales
RW00202N,ALFÉIZAR PIEDRA CALIZA CREMA C/GOTERON 35x3 cm,Material,General,m,19.93,19.93,19.93,19.93,1,EUR,21.54,1.081,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Piedras naturales
RW00400,ALFÉIZAR MÁRMOL BLANCO MACAEL 30x3 cm,Material,General,m,22.13,22.13,22.13,22.13,1,EUR,23.92,1.081,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Piedras naturales
RW00201N,ALFÉIZAR PIEDRA CALIZA CREMA SEVILLA 25x3 cm,Material,General,m,15.48,15.48,15.48,15.48,1,EUR,16.73,1.081,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Piedras naturales
RW00200,ALFÉIZAR PIEDRA CALIZA CREMA SEVILLA,Material,General,m,16.95,16.95,16.95,16.95,1,EUR,18.32,1.081,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Piedras naturales
RW80120,ALFÉIZAR PIEDRA ARTIFICIAL C/GOTERON 25x3 cm,Material,General,m,11.89,11.89,11.89,11.89,1,EUR,12.6,1.06,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Piedras artificiales
RW00700,ALFÉIZAR PIEDRA ARTIFICIAL C/GOTERÓN 40x3 cm,Material,General,m,14.27,14.27,14.27,14.27,1,EUR,15.73,1.102,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Piedras artificiales
RW00600,ALFÉIZAR PIEDRA ARTIFICIAL C/GOTERÓN 30x3 cm,Material,General,m,12.79,12.79,12.79,12.79,1,EUR,13.56,1.06,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Piedras artificiales
RW01700,"ENCIMERA MÁRMOL BLANCO MACAEL 3 cm 1,50x0,60 m",Material,General,m2,162.02,162.02,162.02,162.02,1,EUR,175.14,1.081,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Varios
RW01800,ENCIMERA MÁRMOL BLANCO MACAEL PARA LAVABOS,Material,General,m2,87.09,87.09,87.09,87.09,1,EUR,94.14,1.081,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Varios
PROTGGUIGI,proteccion spm impact 120,Material,General,ml,26.0,26.0,26.0,26.0,1,EUR,26.0,1.0,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Varios
FDFGE3435,TIRA ESQUINERO PROFILA 30,Material,General,,6.0,6.0,6.0,6.0,1,EUR,6.0,1.0,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Varios
RW80015,ALBARDILLA HORMIGÓN BLANCO/BEIGE 25x5 cm,Material,General,m,12.26,12.26,12.26,12.26,1,EUR,12.26,1.0,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Varios
RW80000,ALBARDILLA HORMIGÓN BLANCO/BEIGE 25x4 cm,Material,General,m,8.3,8.3,8.3,8.3,1,EUR,8.3,1.0,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Varios
KW04000N,SELLADOS DE JUNTAS,Material,General,m,1.75,1.75,1.75,1.75,1,EUR,1.75,1.0,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Varios
RW00100,ALBARDILLA HORMIGÓN 40x25x7 cm,Material,General,u,0.76,0.76,0.76,0.76,1,EUR,1.98,2.6,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Varios
RW03820,ALBARDILLA PIEDRA CALIZA 30x3 cm,Material,General,m,17.27,17.27,17.27,17.27,1,EUR,18.67,1.081,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Piedras naturales
RW03700,REMATE PIEDRA CALIZA DE 7x5 cm,Material,General,m,7.18,7.18,7.18,7.18,1,EUR,7.76,1.081,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Piedras naturales
RW03600,ALBARDILLA PIEDRA CALIZA DE 30x5 cm,Material,General,m,30.0,30.0,30.0,30.0,1,EUR,32.43,1.081,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Piedras naturales
RW01400,CIMERA MÁRMOL BLANCO MACAEL 30x3 cm,Material,General,m,22.34,22.34,22.34,22.34,1,EUR,24.15,1.081,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Piedras naturales
RW01300,CIMERA MÁRMOL BLANCO MACAEL 15x3 cm,Material,General,m,11.24,11.24,11.24,11.24,1,EUR,12.15,1.081,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Piedras naturales
RW01200,CIMERA MÁRMOL ROJO ALICANTE 30x3 cm,Material,General,m,22.28,22.28,22.28,22.28,1,EUR,24.08,1.081,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Piedras naturales
RW01100,CIMERA MÁRMOL ROJO ALICANTE 15x3 cm,Material,General,m,11.01,11.01,11.01,11.01,1,EUR,11.9,1.081,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Piedras naturales
RW01000,CIMERA PIEDRA CALIZA CREMA SEVILLA 30x3 cm,Material,General,m,16.36,16.36,16.36,16.36,1,EUR,17.69,1.081,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Piedras naturales
KA06300,"PUERTA ABATIBLE AC. INOX. (T-IV) (18%Cr,8%Ni)",Material,General,m2,147.29,147.29,147.29,147.29,1,EUR,147.29,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Abatibles
KA02000,PUERTA ABATIBLE PARA ACRISTALAR CON BARROTES,Material,General,m2,116.38,116.38,116.38,116.38,1,EUR,116.38,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Abatibles
KW01700,CIERRE AUTOMÁTICO,Material,General,u,48.15,48.15,48.15,48.15,1,EUR,28.89,0.6,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Abatibles
KA01400,"PUERTA ABATIBLE AC. CONFORMADO, CHAPA GALV. Y REJILLA",Material,General,m2,107.0,107.0,107.0,107.0,1,EUR,107.0,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Abatibles
KA01600,PUERTA ABATIBLE AC. GALVANIZADO (T-IV),Material,General,m2,48.56,48.56,48.56,48.56,1,EUR,48.56,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Abatibles
KA01500,PUERTA ABATIBLE AC. GALVANIZADO (T-III),Material,General,m2,50.59,50.59,50.59,50.59,1,EUR,50.59,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Abatibles
KA06100,"MAMPARA FIJA ACERO INOX. (T-IV) (18%Cr,8%Ni)",Material,General,m2,64.49,64.49,64.49,64.49,1,EUR,64.49,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Fijas
KA06000,"MAMPARA FIJA ACERO INOX. (T-III) (18%Cr,8%Ni)",Material,General,m2,98.94,98.94,98.94,98.94,1,EUR,98.94,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Fijas
P34IF190DN,FELPUDO ALUMINIO CEPILLO GOMA 17 MM,Material,General,u,84.25,84.25,84.25,84.25,1,EUR,84.25,1.0,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Varios
RW00199N,FELPUDO TÉCNICO ALUM.,Material,General,u,69.12,69.12,69.12,69.12,1,EUR,69.12,1.0,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Varios
FRGHHJDFU,Ayudante montador.,Material,General,H,12.11,12.11,12.11,12.11,1,EUR,1.7,0.14,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Varios
GHJSDCBVGH,Oficial 1ª montador.,Material,General,H,12.72,12.72,12.72,12.72,1,EUR,1.78,0.14,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Varios
GHJFUUOIJB,Sellador elástico de poliuretano monocomponente para juntas,Material,General,KG,8.06,8.06,8.06,8.06,1,EUR,0.38,0.047,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Varios
HUFDOSIGHB,Material auxiliar para anclaje de encimera.,Material,General,UD,7.65,7.65,7.65,7.65,1,EUR,26.77,3.5,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Varios
FGGJHHUIIIO,Formación de hueco Incluso pulido,Material,General,UD,20.14,20.14,20.14,20.14,1,EUR,20.14,1.0,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Varios
FGGHGHJ,Encimera,Material,General,ML,127.07,127.07,127.07,127.07,1,EUR,127.07,1.0,1,1,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Varios
IC32100,ENFRIAD. AGUA 80000 frg/h COND. AIRE V. AXIAL C. SEMIHERMETICO,Material,General,u,48402.87,48402.87,48402.87,48402.87,1,EUR,48402.87,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Equipos de producción de frio y calor
IC34200,ENFRIADORA AGUA 52000 frg/h COND. AIRE VENT. AXIAL,Material,General,u,26495.53,26495.53,26495.53,26495.53,1,EUR,26495.53,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Equipos de producción de frio y calor
